5.191904007595715242e+00 1.557830807998463115e+03
4.251962791581267425e+02 1.425543023888373864e+05
3.808901953908449514e+02 1.348179050203093211e+05
9.035981310164351044e+02 3.120820605109945172e+05
3.268419776970212070e+02 9.490129147688955709e+04
3.013108790962547801e+02 9.243139732249999361e+04
5.891196985908170518e+02 1.861869854761469760e+05
1.925946346497250374e+02 5.420858529162799096e+04
9.509943161539858920e+02 2.639569460298575577e+05
7.186816951427953200e+02 2.088742802956831583e+05
1.055658656142829841e+03 3.115271469965181313e+05
9.012500372951026293e+02 2.666721830974339973e+05
1.817216523472943948e+02 5.097627655965469603e+04
8.611171361852967721e+02 2.379952863951646141e+05
9.609197792260206370e+02 2.762746326075572870e+05
1.499673073175416391e+02 4.660934553948040411e+04
9.941906636773105674e+02 2.719282099854826229e+05
5.453514879228554264e+02 1.697493393473578326e+05
4.190628129919955427e+02 1.194234232183430140e+05
1.793801996356702375e+02 5.896483634425584751e+04
4.829942081510344565e+02 1.703586618877655419e+05
4.766541980656144233e+02 1.240718544295600295e+05
9.809977275875346550e+02 2.975479368386476417e+05
7.524491735034861506e+01 2.203528670843917280e+04
2.666134008269870606e+02 7.829090195601255982e+04
7.043270077011410990e+01 2.061723189713208558e+04
8.362598490909732618e+02 2.504594431079555652e+05
4.065484541429606224e+01 1.292778501856512776e+04
2.771745124219750096e+02 7.269751135735637217e+04
1.311539223406506665e+02 3.699294255560643069e+04
2.602388541681327752e+02 7.555251064005332591e+04
8.898053663541218157e+02 2.588092496629052621e+05
9.385660166593484064e+02 2.625946374734589481e+05
5.786425698931319630e+02 1.596029175954938109e+05
3.734538564926331787e+02 1.293039625505914009e+05
2.327358552047316778e+02 6.707626397226373956e+04
5.520389130649119807e+02 1.588347671511778899e+05
2.513836376406386819e+02 8.781496401758147113e+04
7.276335762497467385e+01 1.957176215666767894e+04
7.180288600784630262e+02 2.386347888967131439e+05
5.857743298132284053e+02 1.827127227010259521e+05
2.458759976840547381e+02 7.195930987345744506e+04
9.054636022063745031e+02 2.673462162233460112e+05
6.093367292226796508e+02 1.891923293922632874e+05
2.889321968320232941e+02 7.999804992801071785e+04
2.602866574147621463e+02 8.843512977102966397e+04
7.517046733977301756e+02 2.285530095476479037e+05
8.358039367636673660e+02 2.550465747038953705e+05
3.885063097759087327e+02 1.081776584314319916e+05
7.672681651777343177e+02 2.190549211570407497e+05
7.437526513369228951e+02 2.455329127225679986e+05
6.598715293560213695e+02 2.056869416126657743e+05
6.102479074319566053e+02 1.792638470390559232e+05
5.918117297412310336e+02 2.045154637692946999e+05
4.198262019959445723e+01 1.244419209570339444e+04
7.475855729047256091e+02 2.025964532195800275e+05
3.115820525135982848e+02 9.492979163642725325e+04
4.641643394767464201e+02 1.358301287623523385e+05
2.466099412304222369e+02 7.808041087250669079e+04
1.342878692652167274e+02 3.817972425462964748e+04
7.723517984155874956e+02 2.659488658127621748e+05
2.081001273179520297e+02 7.188019914983090712e+04
7.544095689768495276e+02 2.530558694833113987e+05
7.427581600987994079e+02 2.131979116601130518e+05
3.152757660683961376e+02 8.751167158869830018e+04
7.402937015535135288e+02 2.111588478094633901e+05
6.177548641330113099e+01 2.183683912985315328e+04
3.025070320900887850e+02 8.089205400331219425e+04
6.992699304750297884e+00 2.437251740570197853e+03
5.554180753071988192e+02 1.745701598774286394e+05
7.626761824057887225e+02 2.112026740767557349e+05
6.273185490610444504e+02 1.748475984939659829e+05
7.176454896475796659e+02 2.477273877250291698e+05
9.584984449104329087e+02 2.800158263190555153e+05
6.424418939917399030e+02 1.733059465043728414e+05
5.364831336159422790e+02 1.510860405137347116e+05
5.795749373719329469e+02 1.823144443460205512e+05
7.979350787667633540e+02 2.756132010741739068e+05
2.239593728499278598e+02 6.432438339708153217e+04
4.752454582520443296e+02 1.362613428894150420e+05
6.511832003112953089e+02 1.913431390733909502e+05
6.749476074081686647e+02 1.931565208171160193e+05
3.159612938422277466e+02 8.604050666531109891e+04
6.161639158346334852e+02 1.595432391565772705e+05
4.050975730017106571e+02 1.160895401533232798e+05
4.422622675804975074e+02 1.384367701286317315e+05
3.494401980187444678e+02 1.083831348020669539e+05
5.209728777129705577e+02 1.568294746527739626e+05
3.943346587287011857e+02 1.291758605800792720e+05
6.088847370496866915e+02 1.616537737575156789e+05
4.085595726101750529e+02 1.392703363018265518e+05
3.339070090216036846e+01 9.987015824104535568e+03
3.739542700437879716e+02 1.071244610154888796e+05
8.469117136997178932e+02 2.343625443061858241e+05
3.797704199397396110e+02 1.219030873799381370e+05
2.239185721412230379e+01 6.923990776151296814e+03
6.238373933408383891e+02 2.170915676265908987e+05
3.965517648157285180e+02 1.273320751833378890e+05
1.343519549323463309e+02 3.689428321464473265e+04
4.771220702149702788e+02 1.445398389281830750e+05
